NR_ZONA;NR_SECAO;NM_VOTAVEL;QT_VOTOS;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO
21;132;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 102  DO RECANTO DAS EMAS;QD 102 CONJ 03 A LOTE 01
10;321;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO EDUCANDARIO DE FATIMA;QN 14B CONJ 6 LOTES 19/20 RIACHO FUNDO II
9;106;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
6;75;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 02;AV. SAO PAULO QD 52 LOTE B
17;338;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO EDUCACIONAL 06 DO GAMA;EQ 02/07 A.E. S.LESTE
13;17;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 403;QN 403/405  AREA ESPECIAL
13;339;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO MEDIO 414;QS 414 AE 01
13;275;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
10;190;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA SALESIANA SAO DOMINGOS SAVIO;3 AVENIDA AE 5 LOTE A/F- NCLEO BANDEIRANTE 
19;258;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO KAIROS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA;COLONIA AGRICOLA VICENTE PIRES RUA 06 CH 255 LT 2/4
21;53;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 306 DO RECANTO DAS EMAS;QD 306 AVENIDA MONJOLO LOTE 06 AE
2;274;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 01 DO LAGO NORTE;SHIN QI 04/06 AE LAGO NORTE
5;195;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 15;QUADRA 3 AREA ESPECIAL 1/2
8;759;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO MEDIO 03;QNM 13  A.E
11;156;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO DROMOS;SQSW/EQSW 303/304, LOTE 03, SETOR SUDOESTE
13;399;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 604;QS 604 AE
6;15;WELLINGTON LUIZ DE SOUZA SILVA;7;CAIC ASSIS CHATEAUBRIAND;AREA ESPECIAL 04 SRL
13;503;WELLINGTON LUIZ DE SOUZA SILVA;7;CAIC HELENA REIS;QR 409 AE 01
11;242;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CANADENSE DE BRASILIA ( ANTIGA MAPLE BEAR );SIG QUADRA 08, LOTE 2225, PARTE F, SIG
13;259;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 318;QN 318 CONJUNTO 04 LOTE 01
17;336;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO EDUCACIONAL 06 DO GAMA;EQ 02/07 A.E. S.LESTE
13;497;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE EDUCACAO INFANTIL 307;QR 307 CONJUNTO 08 AE 01
17;113;WELLINGTON LUIZ DE SOUZA SILVA;7;CEM 03;EQ 5/11 A.E. SETOR SUL
4;406;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA;CL 213 LOTE 01 - G
16;307;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO MEDIO 12;QNP 13 - AREA ESPECIAL - SETOR P NORTE
17;30;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 01 DO GAMA;EQ 1/2 A.E. SETOR NORTE
21;269;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO MEDIO 804 DO RECANTO DAS EMAS;QD 804 AREA ESPECIAL 01
13;303;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 604;QS 604 AE
9;112;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
13;530;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 427;QN 427 AE 2
8;872;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 15;EQNN 08/10                                                
15;400;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO MARISTA - AGUAS CLARAS;RUA TAMBORIL LOTE 1
13;496;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 614;QR 614 AREA ESPECIAL 01
13;5;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
9;190;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 7;QE 38 CONJ. D AE 12
9;111;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
13;557;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 303;QR 303 CONJUNTO 12
8;275;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO 20;EQNM 08/10                                            
21;111;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 504 DE SAMAMBAIA;QN 504 CONJUNTO 09 AREA ESPECIAL 01
9;311;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO EDUCACIONAL 1;EQ 34/36 AE B
2;278;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 01 DO LAGO NORTE;SHIN QI 04/06 AE LAGO NORTE
10;59;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO EDUCACIONAL DA CANDANGOLANDIA;SPMS QR 1 CONJUNTO G LOTE 59 - CANDANGOLANDIA
6;416;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 15;ESTANCIA NOVA PLANALTINA QUADRA 01 AREA ESPECIAL
9;164;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 08 (ANTIGO CEF 07);EQ 28/30 AE A
13;301;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
13;520;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 427;QN 427 AE 2
3;387;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE N 46;EQNL 21/23 AREA ESPECIAL 01
20;204;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 52;EQNP 32/36
15;122;WELLINGTON LUIZ DE SOUZA SILVA;7;CEF N 10;QSE 05/07 AREA ESPECIAL N 01
10;118;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO TELEBRASILIA;QN 01 LOTE 01/02 - RIACHO FUNDO I 
15;328;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO LEONARDO DA VINCI;QS 03 RUA 420 LOTE 02
5;364;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE EDUCACAO INFANTIL 01;QUADRA 02  AREA ESPECIAL
18;252;WELLINGTON LUIZ DE SOUZA SILVA;7;ESG ESCOLA SUPERIOR DE GUERRA;SHJB 3, AV. DAS PAINEIRAS, QD 07, LT E/F, BL E - JARDIM BOTANICO - DF
6;389;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO EDUCACIONAL DELTA;QUADRA 01 CONJ. F LOTES 21/31
6;276;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE ESTANCIA;DF 14 LT 63/67 COND. ESTANCIA PLANALTINA
13;245;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 614;QR 614 AREA ESPECIAL 01
6;218;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE ESTANCIA;DF 14 LT 63/67 COND. ESTANCIA PLANALTINA
5;187;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO POSITIVO PINGO DE GENTE;CONDOMINIO HALLEY MOD. C LOTES 09,26 E 27
10;47;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE N 3;3 AVENIDA AE 06 LOTES H/N
9;222;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 4;QE 12 AE A
15;302;WELLINGTON LUIZ DE SOUZA SILVA;7;CEF N 09;QSD AE 02 SETOR D
13;332;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 407;QR 407/409 AE 01
16;331;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 66;AV.CORREGO DAS CORUJAS S/N - SETOR HABITACIONAL SOL NASCENTE TRECHO 3
5;346;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 16 DE SOBRADINHO - NOVA COLINA;CONDOMINIO NOVO SETOR DE MANSOES - AREA ESPECIAL
3;635;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO MEDIO N 5;QNJ 56 AREA ESPECIAL N. 16
15;406;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
14;171;WELLINGTON LUIZ DE SOUZA SILVA;7;SIGMA (ANTIGO INEI);SGAN 606 A/E MODULO A
20;2;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 52;EQNP 32/36
16;265;WELLINGTON LUIZ DE SOUZA SILVA;7;ESCOLA CLASSE 65;QNR 02 - AREA ESPECIAL 04
20;194;WELLINGTON LUIZ DE SOUZA SILVA;7;CENTRO DE ENSINO FUNDAMENTAL 13;EQNP 30/34
19;238;WELLINGTON LUIZ DE SOUZA SILVA;7;COLEGIO JESUS MARIA JOSE;QNG 40 AREA ESPECIAL 5/6
10;203;WELLINGTON LUIZ DE SOUZA SILVA;6;JARDIM DE INFANCIA 1 DO RIACHO FUNDO II;QN 8-C AE 01
18;79;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 303;QD 303 CONJ 01 LOTE 34
1;145;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 316 SUL;SQS 316 AREA ESPECIAL
9;92;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO ENSINO MEDIO 01  DO GUARA - CEM (GG);QE 07 AE M
14;241;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO MADRE CARMEN SALLES;SGAN 604 LOTE D
8;852;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 02;QNM 14
10;249;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO TELEBRASILIA;QN 01 LOTE 01/02 - RIACHO FUNDO I 
3;378;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 41;EQNL 13/15 AREA ESPECIAL 01
13;385;WELLINGTON LUIZ DE SOUZA SILVA;6;CAIC HELENA REIS;QR 409 AE 01
19;219;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO JESUS MARIA JOSE;QNG 40 AREA ESPECIAL 5/6
16;36;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 16;EQNO 04/06 - SETOR O
6;371;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 09;LOTE 01 VIA WL 01-SRN
13;501;WELLINGTON LUIZ DE SOUZA SILVA;6;CCI SENIOR;QN 401 CONJUNTO D LOTES 01/02
19;172;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 15;QND 43 LT 23 AREA ESPECIAL
17;283;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 21 DO GAMA;E Q 44/45 A.E S.LESTE                  
16;214;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 31 (ANTIGO CE 17 E 53);EQNO 17 CONJUNTO H LOTE 02 - EXPANSAO SETOR O
10;275;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL II;QS 08 AE 02 - RIACHO FUNDO II
16;177;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO MEDIO 09;EQNO 03/05 SETOR O
18;17;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASILIA;SHIS QI 15 AREA ESPECIAL 02 - LAGO SUL, BRASILIA - DF
10;98;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL AGROURBANO IPE;COMBINADO AGROURBANO I (CAUB I) IPE/RIACHO FUNDO
9;295;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO ROGACIONISTA;AREA ESPECIAL 08 MODULO B
13;106;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 123;QR 123 AE SETOR SUL - SAMAMBAIA SUL
21;184;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS;QD 106 - AREA ESPECIAL
20;171;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 14;EQNP 28/32
13;312;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 123;QR 123 AE SETOR SUL - SAMAMBAIA SUL
5;203;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 07;AR 13 CONJUNTO 05 LOTE 01
5;341;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE EDUCACAO INFANTIL 01;QUADRA 02  AREA ESPECIAL
13;346;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 312;QS 312  CONJUNTO 05 LOTE 01
20;177;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 14;EQNP 28/32
8;971;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 05-(CEF 25);QNP 09 - SETOR P NORTE
20;22;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 19;EQNN 18/20
19;171;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 15;QND 43 LT 23 AREA ESPECIAL
10;112;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 01 DO RIACHO FUNDO II;QN 07 LOTE D AREA ESPECIAL 1/2 - RIACHO FUNDO II
5;15;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 01;QUADRA 02 C/D LOTE F
9;67;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 4;QE 12 AE A
13;295;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 303;QR 303 CONJUNTO 12
16;79;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 33;EQNO 13/15 - SETOR O
16;353;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO ESPECIAL - CENEBRAZ;EQ 2/4 LOTE A - SETOR NORTE
8;733;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 36;EQNP 05/09
11;109;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 01;SRES Q 01, LOTE 05, AREA ESPECIAL, CRUZEIRO VELHO
13;475;WELLINGTON LUIZ DE SOUZA SILVA;6;CCI SENIOR;QN 401 CONJUNTO D LOTES 01/02
10;131;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO LA SALLE;2 AVENIDA  AREA ESPECIAL 11 - NCLEO BANDEIRANTE
20;30;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 19;EQNN 18/20
18;11;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL DO LAGO SUL - CEL;SHIS QI 09 AREA ESPECIAL
21;324;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 404 DO RECANTO DAS EMAS;QD 404 CONJUNTO 09 LOTE 01
6;242;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE ESTANCIA;DF 14 LT 63/67 COND. ESTANCIA PLANALTINA
15;535;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL SIGMA;RUA 14 SUL, LOTE 06
13;442;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 619;QS 619 AE 01
17;228;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 15;QUADRA 02 AREA ESPECIAL SETOR NORTE
20;185;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 13;EQNP 30/34
15;605;WELLINGTON LUIZ DE SOUZA SILVA;6;FACULDADE PROCESSUS - CAMPUS II;AVENIDA ARAUCARIAS N. 4400
3;293;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO MEDIO N 5;QNJ 56 AREA ESPECIAL N. 16
6;392;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 16;COND. NOVA PLANALTINA Q. 01 RUA A AREA ESPECIAL
8;357;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 08;EQNN 05/07                                   
18;212;WELLINGTON LUIZ DE SOUZA SILVA;6;ESG ESCOLA SUPERIOR DE GUERRA;SHJB 3, AV. DAS PAINEIRAS, QD 07, LT E/F, BL E - JARDIM BOTANICO - DF
9;107;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 8;EQ 13/15  AE B
5;229;WELLINGTON LUIZ DE SOUZA SILVA;6;INSTITUTO EDUCACIONAL SANTO ELIAS;QUADRA 11 AREA RESERVADA 3
18;9;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL DO LAGO SUL - CEL;SHIS QI 09 AREA ESPECIAL
20;8;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 52;EQNP 32/36
2;202;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO MEDIO 01 DO PARANOA;QUADRA 4 CONJ. A LOTE 05 - PARANOA
9;2;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 1;QI 01/03 LT A/E
20;6;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 52;EQNP 32/36
3;404;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 55;QNL 28 AREA ESPECIAL 27
19;303;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO DJ;COLONIA AGRICOLA VICENTE PIRES - RUA 08, CHAC. 207, LOTES 02/04
6;310;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 03;Q.1/2 PROJECAO G-SRL
3;338;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 50;EQNL 02/04 AREA ESPECIAL
17;44;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO MEDIO 02;LOTE 27/36 A.E. S.CENTRAL LADO OESTE
17;372;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA;E Q 6/11 A. E.S.LESTE
10;333;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL II;QS 08 AE 02 - RIACHO FUNDO II
8;693;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 40;EQNP 11/07 - SETOR P NORTE
17;382;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA;E Q 6/11 A. E.S.LESTE
16;187;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 30;AREA ESPECIAL FRENTE MODULO 07 -  CONDOMINIO PRIVE
15;577;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO IDEAL;AVENIDA JEQUITIBA N. 325
5;191;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 07;AR 13 CONJUNTO 05 LOTE 01
20;75;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 18;QNP 10 A.E.
21;190;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 519 DE SAMAMBAIA;QR 519 AREA ESPECIAL 1 SAMAMBAIA SUL
8;738;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 10;EQNM 02/04
3;618;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE EDUCACAO INFANTIL 06;EQNL 17/19 AREA ESPECIAL
11;200;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO CIMAN;SH/AOS ENTRE AREAS 01/04, LOTE 08, OCTOGONAL
5;291;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 02;QUADRA 12 AREA ESPECIAL 5
16;110;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 62;QNQ 01 - AREA ESPECIAL
21;141;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 301 DO RECANTO DAS EMAS;QD 301 AE
14;51;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO MARISTA JOAO PAULO II;SEPN 702 LOTE B
2;172;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE ALTO INTERLAGOS;CHACARA INTERLAGOS, N 10A, ALTIPLANO LESTE
16;317;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 56;EQNO 18 CONJUNTO I LOTE 2 - EXPANSAO DO SETOR O
15;320;WELLINGTON LUIZ DE SOUZA SILVA;6;CILT - CENTRO INTERESCOLAR DE LINGUAS DE TAGUATINGA;QSB 02/03 AREA ESPECIAL N 03/04
15;362;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE EDUCACAO INFANTIL;QS 11, A/E 01 - AREAL(AGUAS CLARAS) - DISTRITO FEDERAL
15;287;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
18;233;WELLINGTON LUIZ DE SOUZA SILVA;6;ESG ESCOLA SUPERIOR DE GUERRA;SHJB 3, AV. DAS PAINEIRAS, QD 07, LT E/F, BL E - JARDIM BOTANICO - DF
13;471;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 614;QR 614 AREA ESPECIAL 01
3;554;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 42;EQNM 34/36 AREA ESPECIAL 01
6;415;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 14;QD 13 CONJ A LT 01 BURITIS III
19;157;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO ENS MEDIO EIT;QNB 01 AE 01 SETOR CENTRAL
5;300;WELLINGTON LUIZ DE SOUZA SILVA;6;INSTITUTO EDUCACIONAL SANTO ELIAS;QUADRA 11 AREA RESERVADA 3
2;266;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 01 DO LAGO NORTE;SHIN QI 04/06 AE LAGO NORTE
13;474;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE EDUCACAO INFANTIL 307;QR 307 CONJUNTO 08 AE 01
13;175;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
13;529;WELLINGTON LUIZ DE SOUZA SILVA;6;CAIC HELENA REIS;QR 409 AE 01
13;6;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 404;QS 404 AREA ESPECIAL 01
20;203;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 13;EQNP 30/34
10;182;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL AGROURBANO IPE;COMBINADO AGROURBANO I (CAUB I) IPE/RIACHO FUNDO
19;295;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO KAIROS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA;COLONIA AGRICOLA VICENTE PIRES RUA 06 CH 255 LT 2/4
19;168;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE N 15;QND 43 LT 23 AREA ESPECIAL
13;384;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO MEDIO 304;QR 304 CONJUNTO 04 LOTE 01
9;257;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO EDUCACIONAL 1;EQ 34/36 AE B
13;468;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 121;QS 121 CONJUNTO 01 LOTE 01
5;426;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 12;QUADRA 01 AREA ESPECIAL SETOR DE INDUSTRIA
8;825;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 12;EQNM 20/22
8;399;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO 10;EQNN 23/25                                               
10;142;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE EDUCACAO INFANTIL DO RIACHO FUNDO II;QN 14A CONJ 07 AE 1/2
13;460;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 120;QN 120/122 CONJUNTO 04 LOTE 01
6;343;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 04;EQ 3/4 PROJECAO G SRL
19;272;WELLINGTON LUIZ DE SOUZA SILVA;6;COLEGIO VITORIA REGIA - UNIDADE 1;RUA 6 CHACARA 274 VICENTE PIRES
20;48;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 24;EQNN 20/22 AE B
17;302;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 03 DO GAMA;E/Q 10/15 - AE SETOR LESTE
18;319;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASILIA;SHIS QI 15 AREA ESPECIAL 02 - LAGO SUL, BRASILIA - DF
15;387;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA LA SALLE;QUADRA 301 AREA ESPECIAL S/N
1;165;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 206 SUL;SQS 206 AREA ESPECIAL
21;241;WELLINGTON LUIZ DE SOUZA SILVA;6;CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS;QD 106 - AREA ESPECIAL
11;91;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 08;AOS 06/08,  AREA ESPECIAL, OCTOGONAL
8;282;WELLINGTON LUIZ DE SOUZA SILVA;6;ESCOLA CLASSE 27;EQNN 07/09                                               
